vocab_number,poj,poj_sandhi,taiwanese_hanji,english
17,Ài sì-cha̍p-gō· hun-cheng.,Ài2 sì2-cha̍p3-gō· hun7-cheng.,愛四十五分鐘.,It takes 45 minutes.
18,O·-pang hia ū hún-pit bô·?,O·7-pang hia ū3 hún1-pit bô·3?,烏枋遐有粉筆無?,Is there chalk at the blackboard?
18,Iōng hún-pit siá.,Iōng3 hún1-pit siá.,用粉筆寫.,Write with chalk.
19,Che sī góa ê ì-sù.,Che sī3 góa1 ê7 ì2-sù.,這是我的意思.,This is what I mean.
19,Chit kù ê ì-sù sī sím-mih?,Chit kù2 ê7 ì2-sù sī3 sím1-mih?,這句的意思是啥物?,What's the meaning of this sentence?
20,Hit pún chheh ū kúi iah?,Hit pún1 chheh ū3 kúi1 iah?,彼本冊有幾頁?,How many pages are there in that book?
20,Hit pún ū nn̄g-pah-gōa iah.,Hit pún ū3 nn̄g3-pah2-gōa3 iah.,彼本有兩百外頁.,It has over 200 pages.
21,"Góa mn̄g lí, lí ìn góa.","Góa1 mn̄g3 lí, lí1 ìn2 góa.","我問你, 你應我.",I'll ask and you answer.
21,Lí án-chóaⁿ bô ìn?,Lí1 án1-chóaⁿ bô7 ìn?,你按怎無應?,Why didn't you answer?
22,Góa iōng-kiâⁿ-ê lâi.,Góa1 iōng3-kiâⁿ7-ê7 lâi.,我用行的來.,I came here by walking (not any other way).
22,Ài iōng-siá-ê.,Ài2 iōng3-siá1-ê.,愛用寫的.,You must write it.
23,Tī kàu-sek ū hún-pit bô·?,Tī3 kàu2-sek ū3 hún1-pit bô·3?,佇教室有粉筆無?,Is there chalk in the classroom?
23,Ha̍k-seng tī kàu-sek teh tha̍k-chheh.,Ha̍k3-seng tī3 kàu2-sek teh2 tha̍k3-chheh.,學生佇教室咧讀冊.,The students are in the classroom studying.
24,Kúi tiám boeh khai-sí?,Kúi1 tiám1 boeh2 khai7-sí?,幾點欲開始?,What time do we start?
24,Chím-á khai-sí tha̍k tē-peh khò.,Chím1-á khai7-sí1 tha̍k3 tē3-peh2 khò.,這馬開始讀第八課.,Now we begin Ls 8.
25,Chit khò chin hó-tha̍k.,Chit khò chin7 hó1-tha̍k.,這課真好讀.,This lesson is very easy.
25,Chit pún chheh ū kúi khò?,Chit pún1 chheh ū3 kúi1 khò?,這本冊有幾課?,How many lessons are there in this book?
26,Nn̄g-pah khòng gō· kho·.,Nn̄g3-pah2 khòng2 gō· kho·.,兩百空五箍.,$205.
26,Chi̍t-bān khòng gō·-cha̍p kho·.,Chi̍t3-bān3 khòng2 gō·3-cha̍p kho·.,一萬空五十箍.,"$10,050."
26,Chím-á cha̍p-jī-tiám khòng káu hun.,Chím1-á cha̍p3-jī3-tiám khòng2 káu hun.,這馬十二點空九分.,It's now 12:09.
27,Góa boeh kiâⁿ-ê khì.,Góa1 boeh2 kiâⁿ7-ê7 khì.,我欲行的去.,I'll walk there.
28,Chhiáⁿ lí koh kóng chi̍t pái.,Chhiáⁿ1 lí1 koh2 kóng1 chi̍t3 pái.,請你閣講一擺.,Please say it again.
28,Keng-chio chin sio̍k koh chin hó-chia̍h.,Keng7-chio chin7 sio̍k koh2 chin7 hó1-chia̍h.,弓蕉真俗閣真好食.,Bananas are very cheap and very tasty.
29,Chit kù sī sím-mih ì-sù?,Chit kù sī3 sím1-mih2 ì2-sù?,這句是啥物意思?,What does this sentence mean?
29,Chit kù sī ū-ì-sù ê kù.,Chit kù sī3 ū3-ì2-sù2 ê7 kù.,這句是有意思的句.,This is a meaningful sentence.
30,Ē kùi bē?,Ē3 kùi bē?,會貴袂?,Is it expensive?
30,Bē kùi.,Bē3 kùi.,袂貴.,It isn't expensive.
30,I hit niá saⁿ chin kùi.,I7 hit niá1 saⁿ chin7 kùi.,伊彼領衫真貴.,His shirt was very expensive.
31,Lán lâi siá-jī.,Lán1 lâi7 siá1-jī.,咱來寫字.,Let's write.
32,Kin-á-ji̍t m̄-bián tha̍k-chheh.,Kin7-á1-ji̍t m̄3-bián1 tha̍k3-chheh.,今仔日毋免讀冊.,No school today.
32,"I boeh khì; lí m̄-bián khì.","I7 boeh2 khì; lí1 m̄3-bián1 khì.","伊欲去; 你毋免去.","He's going; you don't have to go."
33,Lí án-chóaⁿ bô mn̄g góa?,Lí1 án1-chóaⁿ bô7 mn̄g3 góa?,你按怎無問我?,Why didn't you ask me?
33,"Nā bē-hiáu, ài mn̄g lâng.","Nā3 bē3-hiáu, ài2 mn̄g3 lâng.","若袂曉, 愛問人.","If you don't know, you must ask someone."
34,O·-pang hiah-ê jī lí ē-hiáu bô·?,O·7-pang hiah2-ê7 jī lí1 ē3-hiáu bô·3?,烏枋彼些字你會曉無?,Do you know those characters on the blackboard?
35,Chit ki bān-liân-pit ài kúi pah?,Chit ki7 bān3-liân7-pit ài2 kúi1 pah?,這枝萬年筆愛幾百?,How many hundred (dollars) does a fountain pen cost?
35,Bô kúi pah.,Bô7 kúi1 pah.,無幾百.,Not many hundred.
36,Góa lâi chi̍t pái niâ-niâ.,Góa1 lâi7 chi̍t3 pái niâ7-niâ.,我來一擺爾爾.,I only came once.
36,Chit jī chhiáⁿ lí siá gō· pái.,Chit jī chhiáⁿ1 lí1 siá1 gō·3 pái.,這字請你寫五擺.,Please write this character 5 times.
37,Chit jī sī kúi siaⁿ?,Chit jī sī3 kúi1 siaⁿ?,這字是幾聲?,What's the tone on this word?
37,I sī sím-mih siaⁿ?,I7 sī3 sím1-mih2 siaⁿ?,伊是啥物聲?,What's its tone/sound?
38,Lí hit tâi thi̍h-bé ē siok bô·?,Lí1 hit tâi7 thi̍h3-bé ē3 siok bô·3?,你彼台鐵馬會俗無?,Was your bicycle cheap?
38,Bô siok; chīn kùi.,Bô7 siok; chīn3 kùi.,無俗; 真貴.,Not cheap; it was very expensive.
39,Kúi tiám siōng-khò?,Kúi1 tiám1 siōng3-khò?,幾點上課?,What time is class?
39,I chím-á teh siōng-khò.,I7 chím1-á teh2 siōng3-khò.,伊這馬咧上課.,He's in class now.
40,Tē-kúi khò?,Tē3-kúi1 khò?,第幾課?,Which lesson?
40,Tē-it khò.,Tē3-it2 khò.,第一課.,Lesson one.
40,Tē-kúi iah?,Tē3-kúi1 iah?,第幾頁?,Which page?
40,Tē saⁿ-pah gō·-cha̍p-chhit iah.,Tē3 saⁿ7-pah2 gō·3-cha̍p3-chhit iah.,第三百五十七頁.,Page 357.
41,Chím-á kúi tiám?,Chím1-á kúi1 tiám?,這馬幾點?,What time is it?
41,saⁿ-tiám-pòaⁿ,saⁿ7-tiám1-pòaⁿ,三點半,3:30.
41,tiám-gōa,tiám1-gōa,點外,It's after one o'clock (and before two).
42,Khiâ thi̍h-bé khì hia ài chi̍t tiám-cheng.,Khiâ7 thi̍h3-bé khì2 hia ài2 chi̍t3 tiám1-cheng.,騎鐵馬去遐愛一點鐘.,It takes an hour to ride a bike there.
42,Lí kin-á-ji̍t boeh tha̍k kúi tiám-cheng?,Lí1 kin7-á1-ji̍t boeh2 tha̍k3 kúi1 tiám1-cheng?,你今仔日欲讀幾點鐘?,How many hours will you study today?
42,Chit tiám-cheng lí ū siōng-khò bô·?,Chit tiám1-cheng lí1 ū3 siōng3-khò bô·3?,這點鐘你有上課無?,Do you have class this period?
43,Lí tòe góa tha̍k.,Lí1 tòe2 góa1 tha̍k.,你綴我讀.,Read this after me.
43,I cha-hng tòe góa khì khòaⁿ tiān-iáⁿ.,I7 cha7-hng tòe2 góa1 khì2 khòaⁿ2 tiān3-iáⁿ.,伊昨昏綴我去看電影.,Yesterday he went with me to a movie.
44,I tùi chia khì hia.,I7 tùi2 chia khì2 hia.,伊對遮去遐.,He went from here to there.
44,I tùi gín-á kóng.,I7 tùi2 gín1-á kóng.,伊對囡仔講.,He told the children.
44,I tùi góa chīn hó.,I7 tùi2 góa1 chīn3 hó.,伊對我真好.,He is good to me.
45,Chit ūi sī sím-mih sian-siⁿ?,Chit ūi sī3 sím1-mih2 sian3-siⁿ3?,這位是啥物先生?,Who is this gentleman?
